DistName,RegnName,ACT-Composite,ACT-Part_Rate,Year
Pflugerville ISD,Austin,18.2,94.1,2016
Manor ISD,Austin,17.8,37.3,2016
Eanes ISD,Austin,26.8,97.0,2016
Del Valle ISD,Austin,18.3,28.5,2016
Lago Vista ISD,Austin,21.8,58.4,2016
Lake Travis ISD,Austin,24.6,73.1,2016
Knippa ISD,San Antonio,21.4,80.0,2016
Sabinal ISD,San Antonio,21.0,15.4,2016
Utopia ISD,San Antonio,20.8,50.0,2016
Canton ISD,Richardson,23.5,18.6,2016
Wills Point ISD,Richardson,20.7,32.5,2016
Hempstead ISD,Houston,18.3,11.7,2016
Waller ISD,Houston,18.0,69.5,2016
Royal ISD,Houston,17.3,19.4,2016
Florence ISD,Austin,18.1,16.7,2016
Georgetown ISD,Austin,22.5,31.1,2016
Granger ISD,Austin,22.3,14.8,2016
Hutto ISD,Austin,20.0,37.9,2016
Jarrell ISD,Austin,20.3,32.5,2016
Liberty Hill ISD,Austin,22.7,45.8,2016
Round Rock ISD,Austin,24.4,44.5,2016
Taylor ISD,Austin,19.7,27.6,2016
Thrall ISD,Austin,21.0,50.9,2016
Leander ISD,Austin,23.3,57.5,2016
Floresville ISD,San Antonio,20.8,31.1,2016
La Vernia ISD,San Antonio,20.6,22.7,2016
Poth ISD,San Antonio,21.8,20.9,2016
Stockdale ISD,San Antonio,21.0,12.3,2016
Alvord ISD,Fort Worth,18.7,44.4,2016
Boyd ISD,Fort Worth,20.0,38.1,2016
Bridgeport ISD,Fort Worth,20.3,33.3,2016
Chico ISD,Fort Worth,19.2,38.5,2016
Decatur ISD,Fort Worth,20.7,54.8,2016
Paradise ISD,Fort Worth,20.2,60.5,2016
Slidell ISD,Fort Worth,23.9,36.8,2016
Crystal City ISD,San Antonio,16.4,38.1,2016
La Pryor ISD,San Antonio,14.6,63.9,2016
Charlotte ISD,San Antonio,17.6,24.4,2017
Jourdanton ISD,San Antonio,20.4,43.9,2017
Lytle ISD,San Antonio,17.9,18.5,2017
Pleasanton ISD,San Antonio,20.0,20.0,2017
Poteet ISD,San Antonio,18.5,26.0,2017
Medina ISD,San Antonio,20.7,66.7,2017
Bandera ISD,San Antonio,21.2,38.9,2017
Bastrop ISD,Austin,19.3,20.8,2017
Elgin ISD,Austin,20.4,9.4,2017
Smithville ISD,Austin,19.2,52.4,2017
Alamo Heights ISD,San Antonio,24.5,62.5,2017
Harlandale ISD,San Antonio,17.6,15.8,2017
Edgewood ISD,San Antonio,16.0,19.3,2017
Randolph Field ISD,San Antonio,22.5,44.1,2017
San Antonio ISD,San Antonio,18.1,21.4,2017
South San Antonio ISD,San Antonio,18.8,13.1,2017
Somerset ISD,San Antonio,16.9,5.6,2017
North East ISD,San Antonio,22.8,28.2,2017
East Central ISD,San Antonio,18.9,17.9,2017
Southwest ISD,San Antonio,17.5,32.2,2017
Lackland ISD,San Antonio,23.2,23.7,2017
Ft Sam Houston ISD,San Antonio,22.5,36.4,2017
Northside ISD,San Antonio,22.1,14.7,2017
Judson ISD,San Antonio,20.2,6.6,2017
Southside ISD,San Antonio,17.9,5.5,2017
Johnson City ISD,Austin,24.9,19.0,2017
Blanco ISD,Austin,19.8,58.2,2017
Alvin ISD,Houston,20.6,14.1,2017
Angleton ISD,Houston,21.3,9.8,2017
Danbury ISD,Houston,23.2,8.5,2017
Brazosport ISD,Houston,19.9,57.9,2017
Sweeny ISD,Houston,21.8,11.9,2017
Columbia-Brazoria ISD,Houston,20.2,14.0,2017
Pearland ISD,Houston,23.1,27.4,2017
Marble Falls ISD,Austin,22.6,25.5,2017
Lockhart ISD,Austin,18.6,13.1,2017
Luling ISD,Austin,19.4,11.4,2017
Prairie Lea ISD,Austin,,8.3,2017
Anahuac ISD,Houston,19.0,57.0,2017
Barbers Hill ISD,Houston,20.6,92.4,2017
Allen ISD,Richardson,25.3,46.2,2017
Anna ISD,Richardson,20.6,28.6,2017
Celina ISD,Richardson,22.7,69.9,2017
Farmersville ISD,Richardson,22.1,38.4,2017
Frisco ISD,Richardson,24.5,58.6,2017
McKinney ISD,Richardson,23.7,49.2,2017
Melissa ISD,Richardson,22.6,42.9,2017
Plano ISD,Richardson,25.4,51.9,2017
Princeton ISD,Richardson,21.0,19.5,2017
Prosper ISD,Richardson,23.4,73.0,2017
Wylie ISD,Richardson,22.1,40.4,2017
Blue Ridge ISD,Richardson,19.0,52.5,2017
Community ISD,Richardson,20.8,24.6,2017
Lovejoy ISD,Richardson,25.7,71.8,2017
New Braunfels ISD,Austin,22.8,23.2,2017
Comal ISD,San Antonio,22.6,35.6,2017
Gainesville ISD,Fort Worth,19.5,36.6,2017
Muenster ISD,Fort Worth,21.8,53.8,2017
Valley View ISD,Fort Worth,23.3,17.0,2017
Callisburg ISD,Fort Worth,18.6,100.0,2017
Era ISD,Fort Worth,20.2,54.3,2017
Lindsay ISD,Fort Worth,23.0,67.6,2017
Carrollton-Farmers Branch ISD,Richardson,20.8,27.5,2017
Cedar Hill ISD,Richardson,18.8,54.5,2017
Dallas ISD,Richardson,16.8,91.7,2017
Desoto ISD,Richardson,17.8,33.7,2017
Duncanville ISD,Richardson,18.2,21.7,2017
Garland ISD,Richardson,21.5,19.2,2017
Grand Prairie ISD,Richardson,19.2,16.1,2017
Highland Park ISD,Richardson,27.6,87.8,2017
Irving ISD,Richardson,16.8,83.2,2017
Lancaster ISD,Richardson,15.7,78.1,2017
Mesquite ISD,Richardson,18.5,31.4,2017
Richardson ISD,Richardson,20.3,90.7,2017
Sunnyvale ISD,Richardson,23.8,51.6,2017
Coppell ISD,Richardson,25.1,96.5,2017
Denton ISD,Fort Worth,21.6,35.2,2017
Lewisville ISD,Fort Worth,24.4,44.8,2017
Pilot Point ISD,Fort Worth,21.5,42.1,2017
Krum ISD,Fort Worth,21.8,41.2,2017
Ponder ISD,Fort Worth,20.2,34.5,2017
Aubrey ISD,Fort Worth,22.6,35.1,2017
Sanger ISD,Fort Worth,20.6,37.5,2017
Argyle ISD,Fort Worth,23.7,73.8,2017
Northwest ISD,Fort Worth,23.1,35.2,2017
Lake Dallas ISD,Fort Worth,22.2,28.8,2017
Little Elm ISD,Fort Worth,20.8,32.3,2017
Ennis ISD,Richardson,19.3,41.1,2017
Ferris ISD,Richardson,18.5,22.1,2017
Italy ISD,Richardson,17.1,57.5,2017
Midlothian ISD,Richardson,22.0,46.4,2017
Milford ISD,Richardson,18.6,50.0,2017
Palmer ISD,Richardson,20.4,25.0,2017
Red Oak ISD,Richardson,19.4,39.5,2017
Waxahachie ISD,Richardson,22.0,30.2,2017
Maypearl ISD,Richardson,19.4,25.4,2017
Dublin ISD,Fort Worth,17.8,49.2,2017
Stephenville ISD,Fort Worth,22.3,46.9,2017
Huckabay ISD,Fort Worth,22.0,37.5,2017
Lingleville ISD,Fort Worth,20.8,29.4,2017
Bonham ISD,Richardson,20.3,36.8,2017
Dodd City ISD,Richardson,21.8,78.6,2017
Ector ISD,Richardson,23.2,25.0,2017
Honey Grove ISD,Richardson,20.0,84.2,2017
Leonard ISD,Richardson,20.0,47.5,2017
Savoy ISD,Richardson,24.8,18.2,2017
Trenton ISD,Richardson,23.5,19.0,2017
Sam Rayburn ISD,Richardson,18.1,57.6,2017
Flatonia ISD,Austin,19.5,28.3,2017
La Grange ISD,Austin,24.0,18.1,2017
Schulenburg ISD,Austin,18.8,19.6,2017
Fayetteville ISD,Austin,22.3,30.0,2017
Round Top-Carmine ISD,Austin,21.7,42.9,2017
Needville ISD,Houston,21.7,25.5,2017
Fort Bend ISD,Houston,23.0,34.9,2017
Dilley ISD,San Antonio,16.3,40.4,2017
Pearsall ISD,San Antonio,15.7,82.8,2017
Dickinson ISD,Houston,20.5,10.8,2017
Galveston ISD,Houston,20.3,26.2,2017
Texas City ISD,Houston,18.1,13.1,2017
Hitchcock ISD,Houston,17.0,9.2,2017
Santa Fe ISD,Houston,20.2,7.6,2017
Clear Creek ISD,Houston,23.7,34.7,2017
Friendswood ISD,Houston,24.6,62.8,2017
Fredericksburg ISD,Austin,20.6,33.8,2017
Harper ISD,Austin,20.9,32.0,2017
Gonzales ISD,Austin,20.8,21.7,2017
Bells ISD,Richardson,20.4,87.8,2017
Collinsville ISD,Richardson,19.7,70.7,2017
Denison ISD,Richardson,20.8,38.0,2017
Howe ISD,Richardson,21.1,41.1,2017
Sherman ISD,Richardson,21.4,37.5,2017
Tioga ISD,Richardson,23.6,36.4,2017
Van Alstyne ISD,Richardson,21.4,75.5,2017
Whitesboro ISD,Richardson,22.0,50.0,2017
Whitewright ISD,Richardson,22.3,56.3,2017
Pottsboro ISD,Richardson,22.5,40.5,2017
Gunter ISD,Richardson,21.6,67.7,2017
Tom Bean ISD,Richardson,20.4,33.3,2017
Seguin ISD,Austin,19.4,23.2,2017
Schertz-Cibolo-U City ISD,San Antonio,22.5,21.3,2017
Navarro ISD,Austin,21.1,23.4,2017
Marion ISD,San Antonio,19.9,27.0,2017
Aldine ISD,Houston,17.9,19.4,2017
Alief ISD,Houston,19.0,12.9,2017
Channelview ISD,Houston,18.6,18.9,2017
Crosby ISD,Houston,20.1,13.8,2017
Cypress-Fairbanks ISD,Houston,19.5,92.5,2017
Deer Park ISD,Houston,21.8,14.1,2017
Galena Park ISD,Houston,18.3,40.8,2017
Houston ISD,Houston,21.9,17.7,2017
Humble ISD,Houston,22.5,33.6,2017
Katy ISD,Houston,24.3,37.2,2017
Klein ISD,Houston,19.7,84.7,2017
La Porte ISD,Houston,21.5,14.2,2017
Pasadena ISD,Houston,19.3,11.8,2017
Spring ISD,Houston,18.7,11.9,2017
Spring Branch ISD,Houston,23.9,43.1,2017
Tomball ISD,Houston,23.5,33.8,2017
Sheldon ISD,Houston,18.1,11.7,2017
Huffman ISD,Houston,21.5,10.0,2017
Dripping Springs ISD,Austin,24.6,53.9,2017
Wimberley ISD,Austin,22.7,52.0,2017
Athens ISD,Richardson,19.6,47.8,2017
Granbury ISD,Fort Worth,21.5,41.9,2017
Lipan ISD,Fort Worth,19.0,19.0,2017
Tolar ISD,Fort Worth,19.7,33.9,2017
Caddo Mills ISD,Richardson,20.6,28.3,2017
Celeste ISD,Richardson,19.4,45.9,2017
Commerce ISD,Richardson,18.8,43.7,2017
Lone Oak ISD,Richardson,20.6,43.3,2017
Quinlan ISD,Richardson,20.7,14.8,2017
Wolfe City ISD,Richardson,19.6,61.4,2017
Campbell ISD,Richardson,18.6,37.5,2017
Bland ISD,Richardson,19.8,45.5,2017
Boles ISD,Richardson,19.6,39.6,2017
Alvarado ISD,Fort Worth,19.3,9.3,2017
Burleson ISD,Fort Worth,21.5,24.9,2017
Cleburne ISD,Fort Worth,20.2,11.9,2017
Grandview ISD,Fort Worth,21.7,59.5,2017
Joshua ISD,Fort Worth,21.5,19.2,2017
Keene ISD,Fort Worth,21.1,19.4,2017
Rio Vista ISD,Fort Worth,22.5,3.1,2017
Venus ISD,Fort Worth,18.2,50.8,2017
Godley ISD,Fort Worth,20.6,17.1,2017
Falls City ISD,San Antonio,21.0,74.3,2017
Crandall ISD,Richardson,20.5,40.9,2017
Forney ISD,Richardson,20.5,27.4,2017
Kaufman ISD,Richardson,19.5,29.9,2017
Kemp ISD,Richardson,20.1,13.2,2017
Mabank ISD,Richardson,21.8,23.8,2017
Terrell ISD,Richardson,18.6,56.6,2017
Scurry-Rosser ISD,Richardson,21.0,23.6,2017
Boerne ISD,San Antonio,24.0,53.5,2017
Comfort ISD,Austin,20.4,23.2,2017
Center Point ISD,San Antonio,20.3,24.2,2017
Kerrville ISD,San Antonio,21.6,22.9,2017
Ingram ISD,San Antonio,23.9,14.7,2017
Brackett ISD,San Antonio,19.7,21.3,2017
Cotulla ISD,San Antonio,16.0,94.2,2017
Giddings ISD,Austin,18.0,8.6,2017
Lexington ISD,Austin,20.9,65.5,2017
Dime Box ISD,Austin,15.6,46.7,2017
Cleveland ISD,Houston,15.5,100.0,2017
Dayton ISD,Houston,19.6,11.8,2017
Hardin ISD,Houston,16.8,21.5,2017
Liberty ISD,Houston,21.2,9.3,2017
Tarkington ISD,Houston,20.6,24.3,2017
Llano ISD,Austin,21.8,36.7,2017
Eagle Pass ISD,San Antonio,16.7,78.8,2017
Devine ISD,San Antonio,17.8,13.7,2017
Natalia ISD,San Antonio,17.4,20.5,2017
Hondo ISD,San Antonio,18.8,48.5,2017
Medina Valley ISD,San Antonio,21.1,53.7,2017
Thorndale ISD,Austin,20.6,31.3,2017
Tuloso-Midway ISD,San Antonio,20.5,38.8,2017
Gordon ISD,Fort Worth,21.2,23.8,2017
Graford ISD,Fort Worth,19.3,10.7,2017
Mineral Wells ISD,Fort Worth,22.3,6.8,2017
Santo ISD,Fort Worth,20.9,47.2,2017
Strawn ISD,Fort Worth,20.5,28.6,2017
Poolville ISD,Fort Worth,20.5,5.4,2017
Springtown ISD,Fort Worth,21.2,23.8,2017
Weatherford ISD,Fort Worth,21.3,31.5,2017
Millsap ISD,Fort Worth,22.3,20.3,2017
Aledo ISD,Fort Worth,24.3,55.5,2017
Peaster ISD,Fort Worth,22.0,36.2,2017
Brock ISD,Fort Worth,22.9,52.6,2017
Leakey ISD,San Antonio,19.5,71.4,2017
Rockwall ISD,Richardson,23.5,43.8,2017
Royse City ISD,Richardson,22.4,18.1,2017
Glen Rose ISD,Fort Worth,21.0,43.4,2017
Arlington ISD,Fort Worth,20.8,26.3,2017
Birdville ISD,Fort Worth,21.4,35.6,2017
Everman ISD,Fort Worth,18.3,17.9,2017
Fort Worth ISD,Fort Worth,19.6,18.8,2017
Grapevine-Colleyville ISD,Fort Worth,24.4,54.4,2017
Keller ISD,Fort Worth,23.0,45.5,2017
Mansfield ISD,Fort Worth,21.2,35.6,2017
Lake Worth ISD,Fort Worth,18.2,54.2,2017
Crowley ISD,Fort Worth,18.3,26.3,2017
Kennedale ISD,Fort Worth,19.8,25.4,2017
Azle ISD,Fort Worth,20.8,21.4,2017
Hurst-Euless-Bedford ISD,Fort Worth,21.8,31.6,2017
Castleberry ISD,Fort Worth,17.5,5.6,2017
Eagle Mt-Saginaw ISD,Fort Worth,20.8,30.1,2017
Carroll ISD,Fort Worth,27.1,84.6,2017
White Settlement ISD,Fort Worth,20.0,31.6,2017
Austin ISD,Austin,22.5,35.7,2017
Pflugerville ISD,Austin,18.8,94.8,2017
Manor ISD,Austin,17.2,33.1,2017
Eanes ISD,Austin,27.2,74.7,2017
Del Valle ISD,Austin,18.2,19.9,2017
Lago Vista ISD,Austin,22.0,66.0,2017
Lake Travis ISD,Austin,25.1,65.8,2017
Knippa ISD,San Antonio,23.6,73.7,2017
Sabinal ISD,San Antonio,,2.5,2017
Utopia ISD,San Antonio,21.4,53.3,2017
Canton ISD,Richardson,23.3,22.3,2017
Wills Point ISD,Richardson,20.3,37.4,2017
Hempstead ISD,Houston,19.1,8.0,2017
Waller ISD,Houston,17.9,76.3,2017
Royal ISD,Houston,16.8,53.7,2017
Florence ISD,Austin,20.7,25.0,2017
Georgetown ISD,Austin,22.6,30.4,2017
Granger ISD,Austin,16.6,13.5,2017
Hutto ISD,Austin,20.4,26.5,2017
Jarrell ISD,Austin,19.7,21.9,2017
Liberty Hill ISD,Austin,22.4,31.2,2017
Round Rock ISD,Austin,25.2,40.9,2017
Taylor ISD,Austin,20.1,15.2,2017
Thrall ISD,Austin,21.0,36.0,2017
Leander ISD,Austin,23.5,68.5,2017
Floresville ISD,San Antonio,20.4,26.4,2017
La Vernia ISD,San Antonio,21.5,24.4,2017
Poth ISD,San Antonio,24.1,34.8,2017
Stockdale ISD,San Antonio,22.6,20.0,2017
Alvord ISD,Fort Worth,20.1,62.7,2017
Boyd ISD,Fort Worth,20.5,33.3,2017
Bridgeport ISD,Fort Worth,21.1,39.3,2017
Chico ISD,Fort Worth,18.2,26.0,2017
Decatur ISD,Fort Worth,20.6,60.5,2017
Paradise ISD,Fort Worth,20.4,54.3,2017
Slidell ISD,Fort Worth,17.9,35.0,2017
Crystal City ISD,San Antonio,15.1,81.6,2017
La Pryor ISD,San Antonio,15.5,100.0,2017
